stock,date,price,ret
005930,2014-11-11,1231000,-2.9
005930,2014-11-12,1230000,-0.1
005930,2014-11-13,1200000,-2.4
005930,2014-11-14,1194000,-0.5
005930,2014-11-17,1205000,0.9
005930,2014-11-18,1220000,1.2
005930,2014-11-19,1218000,-0.2
005930,2014-11-20,1210000,-0.7
005930,2014-11-21,1223000,1.1
005930,2014-11-24,1220000,-0.2
005930,2014-11-25,1190000,-2.5
005930,2014-11-26,1201000,0.9
005930,2014-11-27,1264000,5.2
005930,2014-11-28,1287000,1.8
005930,2014-12-01,1295000,0.6
005930,2014-12-02,1295000,0.0
005930,2014-12-03,1298000,0.2
005930,2014-12-04,1300000,0.2
005930,2014-12-05,1302000,0.2
005930,2014-12-08,1319000,1.3
005930,2014-12-09,1349000,2.3
005930,2014-12-10,1317000,-2.4
005930,2014-12-11,1305000,-0.9
005930,2014-12-12,1286000,-1.5
005930,2014-12-15,1273000,-1.0
005930,2014-12-16,1279000,0.5
005930,2014-12-17,1266000,-1.0
005930,2014-12-18,1266000,0.0
005930,2014-12-19,1328000,4.9
005930,2014-12-22,1345000,1.3
005930,2014-12-23,1339000,-0.4
005930,2014-12-24,1343000,0.3
005930,2014-12-26,1352000,0.7
005930,2014-12-29,1329000,-1.7
005930,2014-12-30,1327000,-0.2
005930,2015-01-02,1330000,0.2
005930,2015-01-05,1333000,0.2
005930,2015-01-06,1295000,-2.8
005930,2015-01-07,1307000,0.9
005930,2015-01-08,1314000,0.5
005930,2015-01-09,1314000,0.0
005930,2015-01-12,1316000,0.2
005930,2015-01-13,1339000,1.8
005930,2015-01-14,1345000,0.4
005930,2015-01-15,1334000,-0.8
005930,2015-01-16,1316000,-1.4
005930,2015-01-19,1343000,2.0
005930,2015-01-20,1372000,2.2
005930,2015-01-21,1395000,1.7
005930,2015-01-22,1378000,-1.2
005930,2015-01-23,1386000,0.6
005930,2015-01-26,1389000,0.2
005930,2015-01-27,1400000,0.8
005930,2015-01-28,1378000,-1.6
005930,2015-01-29,1360000,-1.3
005930,2015-01-30,1365000,0.4
005930,2015-02-02,1368000,0.2
005930,2015-02-03,1366000,-0.2
005930,2015-02-04,1359000,-0.5
005930,2015-02-05,1358000,-0.1
005930,2015-02-06,1372000,1.0
005930,2015-02-09,1395000,1.7
005930,2015-02-10,1378000,-1.2
005930,2015-02-11,1355000,-1.7
005930,2015-02-12,1344000,-0.8
005930,2015-02-13,1361000,1.3
005930,2015-02-16,1374000,1.0
005930,2015-02-17,1377000,0.2
005930,2015-02-23,1367000,-0.7
005930,2015-02-24,1367000,0.0
005930,2015-02-25,1379000,0.9
005930,2015-02-26,1375000,-0.3
005930,2015-02-27,1357000,-1.3
005930,2015-03-02,1423000,4.9
005930,2015-03-03,1418000,-0.4
005930,2015-03-04,1437000,1.3
005930,2015-03-05,1422000,-1.0
005930,2015-03-06,1442000,1.4
005930,2015-03-09,1420000,-1.5
005930,2015-03-10,1421000,0.1
005930,2015-03-11,1474000,3.7
005930,2015-03-12,1447000,-1.8
005930,2015-03-13,1457000,0.7
005930,2015-03-16,1470000,0.9
005930,2015-03-17,1497000,1.8
005930,2015-03-18,1503000,0.4
005930,2015-03-19,1470000,-2.2
005930,2015-03-20,1464000,-0.4
005930,2015-03-23,1467000,0.2
005930,2015-03-24,1476000,0.6
005930,2015-03-25,1485000,0.6
005930,2015-03-26,1421000,-4.3
005930,2015-03-27,1421000,0.0
005930,2015-03-30,1428000,0.5
005930,2015-03-31,1441000,0.9
005930,2015-04-01,1423000,-1.2
005930,2015-04-02,1434000,0.8
005930,2015-04-03,1434000,0.0
005930,2015-04-06,1470000,2.5
005930,2015-04-07,1462000,-0.5
005930,2015-04-08,1479000,1.2
005930,2015-04-09,1483000,0.3
005930,2015-04-10,1490000,0.5
005930,2015-04-13,1479000,-0.7
005930,2015-04-14,1474000,-0.3
005930,2015-04-15,1446000,-1.9
005930,2015-04-16,1477000,2.1
005930,2015-04-17,1450000,-1.8
005930,2015-04-20,1430000,-1.4
005930,2015-04-21,1444000,1.0
005930,2015-04-22,1461000,1.2
005930,2015-04-23,1451000,-0.7
005930,2015-04-24,1410000,-2.8
005930,2015-04-27,1395000,-1.1
005930,2015-04-28,1366000,-2.1
005930,2015-04-29,1385000,1.4
005930,2015-04-30,1410000,1.8
005930,2015-05-04,1400000,-0.7
005930,2015-05-06,1362000,-2.7
005930,2015-05-07,1370000,0.6
005930,2015-05-08,1338000,-2.3
005930,2015-05-11,1336000,-0.2
005930,2015-05-12,1331000,-0.4
005930,2015-05-13,1333000,0.2
005930,2015-05-14,1340000,0.5
005930,2015-05-15,1326000,-1.0
005930,2015-05-18,1320000,-0.4
005930,2015-05-19,1338000,1.4
005930,2015-05-20,1366000,2.1
005930,2015-05-21,1352000,-1.0
005930,2015-05-22,1350000,-0.2
005930,2015-05-26,1362000,0.9
005930,2015-05-27,1314000,-3.5
005930,2015-05-28,1309000,-0.4
005930,2015-05-29,1307000,-0.2
005930,2015-06-01,1291000,-1.2
005930,2015-06-02,1303000,0.9
005930,2015-06-03,1273000,-2.3
005930,2015-06-04,1337000,5.0
005930,2015-06-05,1341000,0.3
005930,2015-06-08,1314000,-2.0
005930,2015-06-09,1282000,-2.4
005930,2015-06-10,1262000,-1.6
005930,2015-06-11,1257000,-0.4
005930,2015-06-12,1277000,1.6
005930,2015-06-15,1270000,-0.6
005930,2015-06-16,1255000,-1.2
005930,2015-06-17,1254000,-0.1
005930,2015-06-18,1265000,0.9
005930,2015-06-19,1266000,0.1
005930,2015-06-22,1281000,1.2
005930,2015-06-23,1321000,3.1
005930,2015-06-24,1302000,-1.4
005930,2015-06-25,1269000,-2.5
005930,2015-06-26,1278000,0.7
005930,2015-06-29,1281000,0.2
005930,2015-06-30,1268000,-1.0
005930,2015-07-01,1295000,2.1
005930,2015-07-02,1299000,0.3
005930,2015-07-03,1268000,-2.4
005930,2015-07-06,1230000,-3.0
005930,2015-07-07,1240000,0.8
005930,2015-07-08,1239000,-0.1
005930,2015-07-09,1265000,2.1
005930,2015-07-10,1259000,-0.5
005930,2015-07-13,1266000,0.6
005930,2015-07-14,1225000,-3.2
005930,2015-07-15,1235000,0.8
005930,2015-07-16,1282000,3.8
005930,2015-07-17,1305000,1.8
005930,2015-07-20,1275000,-2.3
005930,2015-07-21,1263000,-0.9
005930,2015-07-22,1253000,-0.8
005930,2015-07-23,1234000,-1.5
005930,2015-07-24,1229000,-0.4
005930,2015-07-27,1230000,0.1
005930,2015-07-28,1230000,0.0
005930,2015-07-29,1263000,2.7
005930,2015-07-30,1215000,-3.8
005930,2015-07-31,1185000,-2.5
005930,2015-08-03,1175000,-0.8
005930,2015-08-04,1182000,0.6
005930,2015-08-05,1159000,-2.0
005930,2015-08-06,1115000,-3.8
005930,2015-08-07,1136000,1.9
005930,2015-08-10,1141000,0.4
005930,2015-08-11,1157000,1.4
005930,2015-08-12,1154000,-0.3
005930,2015-08-13,1140000,-1.2
005930,2015-08-17,1104000,-3.2
005930,2015-08-18,1131000,2.4
005930,2015-08-19,1154000,2.0
005930,2015-08-20,1139000,-1.3
005930,2015-08-21,1101000,-3.3
005930,2015-08-24,1079000,-2.0
005930,2015-08-25,1079000,0.0
005930,2015-08-26,1067000,-1.1
005930,2015-08-27,1067000,0.0
005930,2015-08-28,1081000,1.3
005930,2015-08-31,1089000,0.7
005930,2015-09-01,1085000,-0.4
005930,2015-09-02,1090000,0.5
005930,2015-09-03,1122000,2.9
005930,2015-09-04,1129000,0.6
005930,2015-09-07,1112000,-1.5
005930,2015-09-08,1131000,1.7
005930,2015-09-09,1147000,1.4
005930,2015-09-10,1134000,-1.1
005930,2015-09-11,1115000,-1.7
005930,2015-09-14,1124000,0.8
005930,2015-09-15,1123000,-0.1
005930,2015-09-16,1152000,2.6
005930,2015-09-17,1157000,0.4
005930,2015-09-18,1190000,2.8
005930,2015-09-21,1150000,-3.4
005930,2015-09-22,1145000,-0.4
005930,2015-09-23,1131000,-1.2
005930,2015-09-24,1126000,-0.4
005930,2015-09-25,1112000,-1.2
005930,2015-09-30,1134000,2.0
005930,2015-10-01,1134000,0.0
005930,2015-10-02,1119000,-1.3
005930,2015-10-05,1115000,-0.4
005930,2015-10-06,1151000,3.2
005930,2015-10-07,1251000,8.7
005930,2015-10-08,1270000,1.5
005930,2015-10-12,1260000,-0.8
005930,2015-10-13,1252000,-0.6
005930,2015-10-14,1254000,0.2
005930,2015-10-15,1269000,1.2
005930,2015-10-16,1265000,-0.3
005930,2015-10-19,1256000,-0.7
005930,2015-10-20,1266000,0.8
005930,2015-10-21,1270000,0.3
005930,2015-10-22,1280000,0.8
005930,2015-10-23,1289000,0.7
005930,2015-10-26,1292000,0.2
005930,2015-10-27,1298000,0.5
005930,2015-10-28,1308000,0.8
005930,2015-10-29,1325000,1.3
005930,2015-10-30,1372000,3.6
005930,2015-11-02,1383000,0.8
005930,2015-11-03,1352000,-2.2
005930,2015-11-04,1330000,-1.6
005930,2015-11-05,1342000,0.9
005930,2015-11-06,1338000,-0.3
005930,2015-11-09,1344000,0.4
005930,2015-11-10,1321000,-1.7
005930,2015-11-11,1333000,0.9
005930,2015-11-12,1317000,-1.2
005930,2015-11-13,1300000,-1.3
005930,2015-11-16,1263000,-2.8
005930,2015-11-17,1270000,0.6
005930,2015-11-18,1281000,0.9
005930,2015-11-19,1289000,0.6
005930,2015-11-20,1285000,-0.3
005930,2015-11-23,1282000,-0.2
005930,2015-11-24,1299000,1.3
005930,2015-11-25,1299000,0.0
005930,2015-11-26,1335000,2.8
005930,2015-11-27,1327000,-0.6
005930,2015-11-30,1284000,-3.2
005930,2015-12-01,1321000,2.9
005930,2015-12-02,1300000,-1.6
005930,2015-12-03,1290000,-0.8
005930,2015-12-04,1269000,-1.6
005930,2015-12-07,1262000,-0.6
005930,2015-12-08,1262000,0.0
005930,2015-12-09,1263000,0.1
005930,2015-12-10,1283000,1.6
005930,2015-12-11,1284000,0.1
005930,2015-12-14,1261000,-1.8
005930,2015-12-15,1277000,1.3
005930,2015-12-16,1299000,1.7
005930,2015-12-17,1290000,-0.7
005930,2015-12-18,1278000,-0.9
005930,2015-12-21,1280000,0.2
005930,2015-12-22,1292000,0.9
005930,2015-12-23,1295000,0.2
005930,2015-12-24,1285000,-0.8
005930,2015-12-28,1266000,-1.5
005930,2015-12-29,1254000,-1.0
005930,2015-12-30,1260000,0.5
005930,2016-01-04,1205000,-4.4
005930,2016-01-05,1208000,0.2
005930,2016-01-06,1175000,-2.7
005930,2016-01-07,1163000,-1.0
005930,2016-01-08,1171000,0.7
005930,2016-01-11,1152000,-1.6
005930,2016-01-12,1146000,-0.5
005930,2016-01-13,1148000,0.2
005930,2016-01-14,1138000,-0.9
005930,2016-01-15,1132000,-0.5
005930,2016-01-18,1126000,-0.5
005930,2016-01-19,1171000,4.0
005930,2016-01-20,1138000,-2.8
005930,2016-01-21,1131000,-0.6
005930,2016-01-22,1168000,3.3
005930,2016-01-25,1162000,-0.5
005930,2016-01-26,1137000,-2.2
005930,2016-01-27,1175000,3.3
005930,2016-01-28,1145000,-2.6
005930,2016-01-29,1150000,0.4
005930,2016-02-01,1163000,1.1
005930,2016-02-02,1156000,-0.6
005930,2016-02-03,1146000,-0.9
005930,2016-02-04,1156000,0.9
005930,2016-02-05,1164000,0.7
005930,2016-02-11,1130000,-2.9
005930,2016-02-12,1130000,0.0
005930,2016-02-15,1154000,2.1
005930,2016-02-16,1168000,1.2
005930,2016-02-17,1185000,1.5
005930,2016-02-18,1187000,0.2
005930,2016-02-19,1190000,0.2
005930,2016-02-22,1175000,-1.3
005930,2016-02-23,1181000,0.5
005930,2016-02-24,1172000,-0.8
005930,2016-02-25,1179000,0.6
005930,2016-02-26,1172000,-0.6
005930,2016-02-29,1178000,0.5
005930,2016-03-02,1197000,1.6
005930,2016-03-03,1220000,1.9
005930,2016-03-04,1215000,-0.4
005930,2016-03-07,1223000,0.7
005930,2016-03-08,1192000,-2.5
005930,2016-03-09,1194000,0.2
005930,2016-03-10,1225000,2.6
005930,2016-03-11,1249000,2.0
005930,2016-03-14,1255000,0.5
005930,2016-03-15,1253000,-0.2
005930,2016-03-16,1256000,0.2
005930,2016-03-17,1263000,0.6
005930,2016-03-18,1273000,0.8
005930,2016-03-21,1267000,-0.5
005930,2016-03-22,1269000,0.2
005930,2016-03-23,1279000,0.8
005930,2016-03-24,1282000,0.2
005930,2016-03-25,1288000,0.5
005930,2016-03-28,1294000,0.5
005930,2016-03-29,1290000,-0.3
005930,2016-03-30,1308000,1.4
005930,2016-03-31,1312000,0.3
005930,2016-04-01,1279000,-2.5
005930,2016-04-04,1305000,2.0
005930,2016-04-05,1260000,-3.4
005930,2016-04-06,1285000,2.0
005930,2016-04-07,1269000,-1.2
005930,2016-04-08,1246000,-1.8
005930,2016-04-11,1266000,1.6
005930,2016-04-12,1275000,0.7
005930,2016-04-14,1300000,2.0
005930,2016-04-15,1300000,0.0
005930,2016-04-18,1299000,-0.1
005930,2016-04-19,1288000,-0.8
005930,2016-04-20,1299000,0.8
005930,2016-04-21,1294000,-0.4
005930,2016-04-22,1280000,-1.1
005930,2016-04-25,1281000,0.1
005930,2016-04-26,1296000,1.2
005930,2016-04-27,1300000,0.3
005930,2016-04-28,1265000,-2.7
005930,2016-04-29,1245000,-1.6
005930,2016-05-02,1250000,0.4
005930,2016-05-03,1261000,0.9
005930,2016-05-04,1290000,2.3
005930,2016-05-09,1299000,0.7
005930,2016-05-10,1296000,-0.2
005930,2016-05-11,1292000,-0.3
005930,2016-05-12,1281000,-0.8
005930,2016-05-13,1253000,-2.2
005930,2016-05-16,1248000,-0.4
005930,2016-05-17,1264000,1.3
005930,2016-05-18,1268000,0.3
005930,2016-05-19,1270000,0.2
005930,2016-05-20,1269000,-0.1
005930,2016-05-23,1286000,1.3
005930,2016-05-24,1271000,-1.2
005930,2016-05-25,1295000,1.9
005930,2016-05-26,1296000,0.1
005930,2016-05-27,1282000,-1.1
005930,2016-05-30,1280000,-0.2
005930,2016-05-31,1292000,0.9
005930,2016-06-01,1333000,3.2
005930,2016-06-02,1365000,2.4
005930,2016-06-03,1377000,0.9
005930,2016-06-07,1398000,1.5
005930,2016-06-08,1406000,0.6
005930,2016-06-09,1430000,1.7
005930,2016-06-10,1406000,-1.7
005930,2016-06-13,1371000,-2.5
005930,2016-06-14,1380000,0.7
005930,2016-06-15,1413000,2.4
005930,2016-06-16,1409000,-0.3
005930,2016-06-17,1426000,1.2
005930,2016-06-20,1431000,0.4
005930,2016-06-21,1448000,1.2
005930,2016-06-22,1445000,-0.2
005930,2016-06-23,1430000,-1.0
005930,2016-06-24,1400000,-2.1
005930,2016-06-27,1398000,-0.1
005930,2016-06-28,1399000,0.1
005930,2016-06-29,1396000,-0.2
005930,2016-06-30,1425000,2.1
005930,2016-07-01,1466000,2.9
005930,2016-07-04,1466000,0.0
005930,2016-07-05,1469000,0.2
005930,2016-07-06,1421000,-3.3
005930,2016-07-07,1450000,2.0
005930,2016-07-08,1460000,0.7
005930,2016-07-11,1489000,2.0
005930,2016-07-12,1464000,-1.7
005930,2016-07-13,1481000,1.2
005930,2016-07-14,1500000,1.3
005930,2016-07-15,1518000,1.2
005930,2016-07-18,1533000,1.0
005930,2016-07-19,1533000,0.0
005930,2016-07-20,1540000,0.5
005930,2016-07-21,1543000,0.2
005930,2016-07-22,1516000,-1.8
005930,2016-07-25,1502000,-0.9
005930,2016-07-26,1530000,1.9
005930,2016-07-27,1527000,-0.2
005930,2016-07-28,1507000,-1.3
005930,2016-07-29,1539000,2.1
005930,2016-08-01,1568000,1.9
005930,2016-08-02,1548000,-1.3
005930,2016-08-03,1517000,-2.0
005930,2016-08-04,1517000,0.0
005930,2016-08-05,1561000,2.9
005930,2016-08-08,1569000,0.5
005930,2016-08-09,1567000,-0.1
005930,2016-08-10,1541000,-1.7
005930,2016-08-11,1559000,1.2
005930,2016-08-12,1545000,-0.9
005930,2016-08-16,1568000,1.5
005930,2016-08-17,1566000,-0.1
005930,2016-08-18,1640000,4.7
005930,2016-08-19,1675000,2.1
005930,2016-08-22,1665000,-0.6
005930,2016-08-23,1687000,1.3
005930,2016-08-24,1653000,-2.0
005930,2016-08-25,1639000,-0.8
005930,2016-08-26,1612000,-1.6
005930,2016-08-29,1640000,1.7
005930,2016-08-30,1645000,0.3
005930,2016-08-31,1620000,-1.5
005930,2016-09-01,1587000,-2.0
005930,2016-09-02,1597000,0.6
005930,2016-09-05,1606000,0.6
005930,2016-09-06,1643000,2.3
005930,2016-09-07,1621000,-1.3
005930,2016-09-08,1639000,1.1
005930,2016-09-09,1575000,-3.9
005930,2016-09-12,1465000,-7.0
005930,2016-09-13,1527000,4.2
005930,2016-09-19,1558000,2.0
005930,2016-09-20,1585000,1.7
005930,2016-09-21,1592000,0.4
005930,2016-09-22,1618000,1.6
005930,2016-09-23,1571000,-2.9
005930,2016-09-26,1568000,-0.2
005930,2016-09-27,1569000,0.1
005930,2016-09-28,1567000,-0.1
005930,2016-09-29,1600000,2.1
005930,2016-09-30,1598000,-0.1
005930,2016-10-04,1614000,1.0
005930,2016-10-05,1619000,0.3
005930,2016-10-06,1691000,4.4
005930,2016-10-07,1706000,0.9
005930,2016-10-10,1680000,-1.5
005930,2016-10-11,1545000,-8.0
005930,2016-10-12,1535000,-0.6
005930,2016-10-13,1557000,1.4
005930,2016-10-14,1577000,1.3
005930,2016-10-17,1590000,0.8
005930,2016-10-18,1589000,-0.1
005930,2016-10-19,1625000,2.3
005930,2016-10-20,1620000,-0.3
005930,2016-10-21,1589000,-1.9
005930,2016-10-24,1608000,1.2
005930,2016-10-25,1597000,-0.7
005930,2016-10-26,1567000,-1.9
005930,2016-10-27,1573000,0.4
005930,2016-10-28,1614000,2.6
005930,2016-10-31,1639000,1.6
005930,2016-11-01,1652000,0.8
005930,2016-11-02,1643000,-0.5
005930,2016-11-03,1616000,-1.6
005930,2016-11-04,1627000,0.7
005930,2016-11-07,1640000,0.8
005930,2016-11-08,1644000,0.2
005930,2016-11-09,1596000,-2.9
005930,2016-11-10,1649000,3.3
005930,2016-11-11,1598000,-3.1
005930,2016-11-14,1553000,-2.8
005930,2016-11-15,1539000,-0.9
005930,2016-11-16,1558000,1.2
005930,2016-11-17,1568000,0.6
005930,2016-11-18,1586000,1.2
005930,2016-11-21,1593000,0.4
005930,2016-11-22,1640000,3.0
005930,2016-11-23,1649000,0.6
005930,2016-11-24,1650000,0.1
005930,2016-11-25,1650000,0.0
005930,2016-11-28,1677000,1.6
005930,2016-11-29,1677000,0.0
005930,2016-11-30,1746000,4.1
005930,2016-12-01,1749000,0.2
005930,2016-12-02,1727000,-1.3
005930,2016-12-05,1718000,-0.5
005930,2016-12-06,1748000,1.8
005930,2016-12-07,1772000,1.4
005930,2016-12-08,1790000,1.0
005930,2016-12-09,1780000,-0.6
005930,2016-12-12,1752000,-1.6
005930,2016-12-13,1766000,0.8
005930,2016-12-14,1777000,0.6
005930,2016-12-15,1759000,-1.0
005930,2016-12-16,1793000,1.9
005930,2016-12-19,1795000,0.1
005930,2016-12-20,1812000,1.0
005930,2016-12-21,1805000,-0.4
005930,2016-12-22,1809000,0.2
005930,2016-12-23,1782000,-1.5
005930,2016-12-26,1798000,0.9
005930,2016-12-27,1799000,0.1
005930,2016-12-28,1788000,-0.6
005930,2016-12-29,1802000,0.8
005930,2017-01-02,1805000,0.2
005930,2017-01-03,1824000,1.0
005930,2017-01-04,1808000,-0.9
005930,2017-01-05,1778000,-1.7
005930,2017-01-06,1810000,1.8
005930,2017-01-09,1861000,2.8
005930,2017-01-10,1862000,0.0
005930,2017-01-11,1914000,2.8
005930,2017-01-12,1940000,1.4
005930,2017-01-13,1873000,-3.4
005930,2017-01-16,1833000,-2.1
005930,2017-01-17,1848000,0.8
005930,2017-01-18,1847000,0.0
005930,2017-01-19,1874000,1.5
005930,2017-01-20,1860000,-0.8
005930,2017-01-23,1903000,2.3
005930,2017-01-24,1908000,0.3
005930,2017-01-25,1970000,3.2
005930,2017-01-26,1995000,1.3
005930,2017-01-31,1973000,-1.1
005930,2017-02-01,1956000,-0.9
005930,2017-02-02,1968000,0.6
005930,2017-02-03,1973000,0.2
005930,2017-02-06,1978000,0.2
005930,2017-02-07,1941000,-1.9
005930,2017-02-08,1920000,-1.1
005930,2017-02-09,1920000,0.0
005930,2017-02-10,1918000,-0.1
005930,2017-02-13,1898000,-1.0
005930,2017-02-14,1879000,-1.0
005930,2017-02-15,1886000,0.4
005930,2017-02-16,1901000,0.8
005930,2017-02-17,1893000,-0.4
005930,2017-02-20,1933000,2.1
005930,2017-02-21,1947000,0.7
005930,2017-02-22,1965000,0.9
005930,2017-02-23,1959000,-0.3
005930,2017-02-24,1911000,-2.4
005930,2017-02-27,1903000,-0.4
005930,2017-02-28,1922000,1.0
005930,2017-03-02,1986000,3.3
005930,2017-03-03,1981000,-0.2
005930,2017-03-06,2004000,1.2
005930,2017-03-07,2010000,0.3
005930,2017-03-08,2010000,0.0
005930,2017-03-09,2010000,0.0
005930,2017-03-10,2009000,0.0
005930,2017-03-13,2030000,1.0
005930,2017-03-14,2068000,1.9
005930,2017-03-15,2070000,0.1
005930,2017-03-16,2092000,1.1
005930,2017-03-17,2120000,1.3
005930,2017-03-20,2095000,-1.2
005930,2017-03-21,2128000,1.6
005930,2017-03-22,2123000,-0.2
005930,2017-03-23,2090000,-1.6
005930,2017-03-24,2075000,-0.7
005930,2017-03-27,2060000,-0.7
005930,2017-03-28,2074000,0.7
005930,2017-03-29,2089000,0.7
005930,2017-03-30,2099000,0.5
005930,2017-03-31,2060000,-1.9
005930,2017-04-03,2072000,0.6
005930,2017-04-04,2104000,1.5
005930,2017-04-05,2107000,0.1
005930,2017-04-06,2092000,-0.7
005930,2017-04-07,2080000,-0.6
005930,2017-04-10,2097000,0.8
005930,2017-04-11,2080000,-0.8
005930,2017-04-12,2095000,0.7
005930,2017-04-13,2121000,1.2
005930,2017-04-14,2101000,-0.9
005930,2017-04-17,2078000,-1.1
005930,2017-04-18,2075000,-0.1
005930,2017-04-19,2045000,-1.4
005930,2017-04-20,2014000,-1.5
005930,2017-04-21,2038000,1.2
005930,2017-04-24,2062000,1.2
005930,2017-04-25,2135000,3.5
005930,2017-04-26,2140000,0.2
005930,2017-04-27,2192000,2.4
005930,2017-04-28,2231000,1.8
005930,2017-05-02,2245000,0.6
005930,2017-05-04,2276000,1.4
005930,2017-05-08,2351000,3.3
005930,2017-05-10,2280000,-3.0
005930,2017-05-11,2275000,-0.2
005930,2017-05-12,2291000,0.7
005930,2017-05-15,2305000,0.6
005930,2017-05-16,2319000,0.6
005930,2017-05-17,2317000,-0.1
005930,2017-05-18,2297000,-0.9
005930,2017-05-19,2236000,-2.7
005930,2017-05-22,2255000,0.8
005930,2017-05-23,2246000,-0.4
005930,2017-05-24,2244000,-0.1
005930,2017-05-25,2284000,1.8
005930,2017-05-26,2304000,0.9
005930,2017-05-29,2281000,-1.0
005930,2017-05-30,2232000,-2.2
005930,2017-05-31,2235000,0.1
005930,2017-06-01,2234000,0.0
005930,2017-06-02,2298000,2.9
005930,2017-06-05,2297000,0.0
005930,2017-06-07,2265000,-1.4
005930,2017-06-08,2258000,-0.3
005930,2017-06-09,2305000,2.1
005930,2017-06-12,2269000,-1.6
005930,2017-06-13,2270000,0.0
005930,2017-06-14,2268000,-0.1
005930,2017-06-15,2284000,0.7
005930,2017-06-16,2279000,-0.2
005930,2017-06-19,2328000,2.2
005930,2017-06-20,2407000,3.4
005930,2017-06-21,2374000,-1.4
005930,2017-06-22,2398000,1.0
005930,2017-06-23,2381000,-0.7
005930,2017-06-26,2414000,1.4
005930,2017-06-27,2415000,0.0
005930,2017-06-28,2385000,-1.2
005930,2017-06-29,2397000,0.5
005930,2017-06-30,2377000,-0.8
005930,2017-07-03,2361000,-0.7
005930,2017-07-04,2350000,-0.5
005930,2017-07-05,2379000,1.2
005930,2017-07-06,2403000,1.0
005930,2017-07-07,2393000,-0.4
005930,2017-07-10,2433000,1.7
005930,2017-07-11,2450000,0.7
005930,2017-07-12,2494000,1.8
005930,2017-07-13,2528000,1.4
005930,2017-07-14,2524000,-0.2
005930,2017-07-17,2532000,0.3
005930,2017-07-18,2542000,0.4
005930,2017-07-19,2537000,-0.2
005930,2017-07-20,2560000,0.9
005930,2017-07-21,2554000,-0.2
005930,2017-07-24,2543000,-0.4
005930,2017-07-25,2500000,-1.7
005930,2017-07-26,2492000,-0.3
005930,2017-07-27,2490000,-0.1
005930,2017-07-28,2388000,-4.1
005930,2017-07-31,2410000,0.9
005930,2017-08-01,2430000,0.8
005930,2017-08-02,2450000,0.8
005930,2017-08-03,2389000,-2.5
005930,2017-08-04,2385000,-0.2
005930,2017-08-07,2379000,-0.2
005930,2017-08-08,2386000,0.3
005930,2017-08-09,2314000,-3.0
005930,2017-08-10,2295000,-0.8
005930,2017-08-11,2231000,-2.8
005930,2017-08-14,2250000,0.8
005930,2017-08-16,2310000,2.7
005930,2017-08-17,2352000,1.8
005930,2017-08-18,2345000,-0.3
005930,2017-08-21,2342000,-0.1
005930,2017-08-22,2350000,0.3
005930,2017-08-23,2374000,1.0
005930,2017-08-24,2376000,0.1
005930,2017-08-25,2351000,-1.0
005930,2017-08-28,2305000,-2.0
005930,2017-08-29,2304000,0.0
005930,2017-08-30,2310000,0.3
005930,2017-08-31,2316000,0.3
005930,2017-09-01,2324000,0.4
005930,2017-09-04,2302000,-1.0
005930,2017-09-05,2338000,1.6
005930,2017-09-06,2350000,0.5
005930,2017-09-07,2406000,2.4
005930,2017-09-08,2454000,2.0
005930,2017-09-11,2490000,1.5
005930,2017-09-12,2480000,-0.4
005930,2017-09-13,2481000,0.0
005930,2017-09-14,2515000,1.4
005930,2017-09-15,2520000,0.2
005930,2017-09-18,2624000,4.1
005930,2017-09-19,2606000,-0.7
005930,2017-09-20,2611000,0.2
005930,2017-09-21,2640000,1.1
005930,2017-09-22,2650000,0.4
005930,2017-09-25,2681000,1.2
005930,2017-09-26,2583000,-3.7
005930,2017-09-27,2584000,0.0
005930,2017-09-28,2563000,-0.8
005930,2017-09-29,2564000,0.0
005930,2017-10-10,2640000,3.0
005930,2017-10-11,2732000,3.5
005930,2017-10-12,2740000,0.3
005930,2017-10-13,2700000,-1.5
005930,2017-10-16,2696000,-0.2
005930,2017-10-17,2740000,1.6
005930,2017-10-18,2738000,-0.1
005930,2017-10-19,2649000,-3.2
005930,2017-10-20,2692000,1.6
005930,2017-10-23,2715000,0.8
005930,2017-10-24,2702000,-0.5
005930,2017-10-25,2695000,-0.3
005930,2017-10-26,2620000,-2.8
005930,2017-10-27,2654000,1.3
005930,2017-10-30,2702000,1.8
005930,2017-10-31,2754000,1.9
005930,2017-11-01,2861000,3.9
005930,2017-11-02,2853000,-0.3
005930,2017-11-03,2819000,-1.2
005930,2017-11-06,2819000,0.0
005930,2017-11-07,2805000,-0.5
005930,2017-11-08,2838000,1.2
005930,2017-11-09,2817000,-0.7
005930,2017-11-10,2820000,0.1
005930,2017-11-13,2819000,0.0
005930,2017-11-14,2796000,-0.8
005930,2017-11-15,2767000,-1.0
005930,2017-11-16,2789000,0.8
005930,2017-11-17,2791000,0.1
005930,2017-11-20,2760000,-1.1
005930,2017-11-21,2764000,0.1
005930,2017-11-22,2798000,1.2
005930,2017-11-23,2765000,-1.2
005930,2017-11-24,2773000,0.3
005930,2017-11-27,2632000,-5.1
005930,2017-11-28,2664000,1.2
005930,2017-11-29,2630000,-1.3
005930,2017-11-30,2540000,-3.4
005930,2017-12-01,2542000,0.1
005930,2017-12-04,2567000,1.0
005930,2017-12-05,2563000,-0.2
005930,2017-12-06,2501000,-2.4
005930,2017-12-07,2537000,1.4
005930,2017-12-08,2600000,2.5
